"num_item_id","definition","type","category","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36"
286,"skuffe","word","furniture_rooms",0,0.02,0.02,0.03,0.07,0.07,0.16,0.16,0.25,0.33,0.45,0.48,0.58,0.64,0.69,0.75,0.82,0.83,0.81,0.9,0.93
287,"vaskemaskine","word","furniture_rooms",0.01,0.01,0.02,0.04,0.08,0.08,0.17,0.23,0.29,0.36,0.46,0.55,0.61,0.68,0.73,0.74,0.82,0.83,0.85,0.88,0.87
288,"høj stol","word","furniture_rooms",0.01,0.01,0.04,0.02,0.04,0.05,0.08,0.07,0.13,0.17,0.2,0.2,0.28,0.29,0.36,0.42,0.49,0.54,0.54,0.58,0.58
289,"sofa","word","furniture_rooms",0.02,0.02,0.06,0.07,0.17,0.17,0.31,0.35,0.46,0.56,0.69,0.71,0.81,0.79,0.86,0.88,0.94,0.91,0.94,0.96,0.96
290,"vindue","word","furniture_rooms",0.02,0.02,0.04,0.04,0.11,0.15,0.29,0.32,0.43,0.57,0.6,0.67,0.72,0.76,0.87,0.88,0.92,0.89,0.94,0.95,0.96
291,"komfur","word","furniture_rooms",0.01,0.01,0.03,0.02,0.08,0.06,0.11,0.18,0.23,0.25,0.36,0.45,0.52,0.55,0.64,0.62,0.69,0.7,0.76,0.82,0.81
292,"soveværelse","word","furniture_rooms",0.01,0.01,0.01,0.01,0.04,0.06,0.12,0.14,0.24,0.3,0.43,0.51,0.56,0.63,0.7,0.73,0.83,0.81,0.86,0.88,0.93
293,"vugge","word","furniture_rooms",0,0.01,0.01,0,0.02,0.03,0.04,0.05,0.05,0.09,0.15,0.14,0.17,0.26,0.29,0.3,0.37,0.46,0.43,0.47,0.55
294,"kravlegård","word","furniture_rooms",0.01,0,0.01,0,0.01,0.02,0.05,0,0.07,0.09,0.13,0.15,0.14,0.23,0.27,0.21,0.38,0.38,0.37,0.53,0.48
295,"stol","word","furniture_rooms",0.06,0.14,0.31,0.35,0.43,0.56,0.68,0.71,0.79,0.83,0.88,0.88,0.89,0.92,0.93,0.94,0.97,0.95,0.99,0.97,0.99
296,"værelse","word","furniture_rooms",0.02,0.02,0.04,0.04,0.11,0.11,0.28,0.26,0.42,0.5,0.63,0.67,0.75,0.79,0.83,0.88,0.92,0.93,0.95,0.93,0.96
297,"baggård","word","outside",0,0,0,0,0,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.03,0.07,0.08,0.07,0.05,0.05,0.09
298,"måne","word","outside",0.02,0.03,0.07,0.07,0.22,0.24,0.34,0.36,0.57,0.58,0.74,0.7,0.77,0.79,0.86,0.88,0.92,0.91,0.92,0.91,0.98
299,"sol","word","outside",0.04,0.03,0.12,0.15,0.27,0.32,0.49,0.56,0.66,0.76,0.83,0.85,0.88,0.91,0.97,0.97,0.99,0.97,0.99,0.99,0.98
300,"blomst","word","outside",0.09,0.16,0.26,0.25,0.45,0.48,0.61,0.61,0.7,0.7,0.84,0.89,0.91,0.92,0.95,0.95,0.98,0.97,0.99,0.96,0.99
301,"pind","word","outside",0.01,0.02,0.05,0.07,0.13,0.13,0.2,0.21,0.36,0.38,0.53,0.61,0.6,0.67,0.8,0.79,0.86,0.81,0.88,0.88,0.92
302,"sten","word","outside",0.03,0.07,0.14,0.16,0.29,0.35,0.53,0.49,0.63,0.68,0.82,0.85,0.84,0.88,0.92,0.93,0.96,0.97,0.96,0.98,0.98
303,"flag","word","outside",0.03,0.06,0.11,0.14,0.24,0.28,0.4,0.36,0.57,0.65,0.73,0.77,0.74,0.8,0.84,0.91,0.93,0.93,0.97,0.95,0.98
304,"græsslåmaskine","word","outside",0.01,0.01,0.06,0.05,0.08,0.11,0.2,0.25,0.31,0.42,0.52,0.48,0.57,0.62,0.68,0.68,0.8,0.83,0.72,0.8,0.79
305,"stige","word","outside",0.01,0,0.04,0.04,0.09,0.14,0.18,0.22,0.28,0.35,0.48,0.52,0.59,0.67,0.71,0.75,0.84,0.81,0.84,0.92,0.91
306,"fortov","word","outside",0.01,0,0.02,0,0.05,0.05,0.09,0.1,0.18,0.23,0.38,0.35,0.45,0.52,0.56,0.61,0.73,0.72,0.76,0.8,0.83
307,"regn","word","outside",0.01,0.03,0.08,0.09,0.19,0.26,0.42,0.45,0.55,0.64,0.77,0.86,0.84,0.87,0.94,0.95,0.98,0.95,0.98,0.96,0.99
308,"stjerne","word","outside",0.01,0.02,0.04,0.03,0.11,0.13,0.17,0.19,0.37,0.39,0.54,0.6,0.61,0.64,0.74,0.77,0.87,0.85,0.86,0.93,0.92
309,"gade","word","outside",0.01,0,0.02,0.02,0.04,0.05,0.07,0.13,0.12,0.2,0.3,0.27,0.33,0.44,0.47,0.5,0.62,0.66,0.62,0.65,0.75
310,"rutschebane","word","outside",0.01,0.03,0.08,0.11,0.19,0.26,0.37,0.41,0.56,0.62,0.7,0.77,0.86,0.87,0.88,0.91,0.94,0.95,0.95,0.96,0.98
311,"badebassin","word","outside",0,0,0.02,0,0.01,0.03,0.02,0.05,0.1,0.09,0.18,0.15,0.18,0.21,0.31,0.57,0.62,0.63,0.75,0.72,0.79
312,"græs","word","outside",0.03,0.06,0.1,0.15,0.23,0.27,0.43,0.44,0.54,0.67,0.79,0.77,0.83,0.85,0.92,0.91,0.94,0.97,0.97,0.96,0.97
313,"sandkasse","word","outside",0.02,0.03,0.08,0.1,0.18,0.22,0.34,0.41,0.51,0.6,0.73,0.74,0.85,0.85,0.9,0.94,0.95,0.96,0.97,0.97,0.98
314,"tag","word","outside",0,0.01,0.04,0.03,0.05,0.08,0.16,0.15,0.23,0.3,0.42,0.45,0.52,0.59,0.6,0.72,0.8,0.8,0.87,0.91,0.92
315,"gynge (object)","word","outside",0.11,0.19,0.32,0.35,0.52,0.52,0.66,0.69,0.75,0.8,0.88,0.85,0.9,0.9,0.94,0.94,0.96,0.95,0.97,0.98,0.98
316,"skovl","word","outside",0.03,0.05,0.18,0.14,0.3,0.34,0.51,0.44,0.55,0.68,0.78,0.84,0.78,0.84,0.9,0.91,0.94,0.94,0.94,0.96,0.97
317,"træ","word","outside",0.02,0.03,0.09,0.13,0.23,0.23,0.41,0.41,0.5,0.59,0.71,0.76,0.81,0.81,0.89,0.94,0.95,0.92,0.95,0.95,0.98
318,"haveslange","word","outside",0,0,0.01,0.01,0.03,0.02,0.02,0.04,0.08,0.11,0.18,0.19,0.25,0.26,0.31,0.45,0.54,0.54,0.55,0.56,0.67
319,"sky","word","outside",0.01,0.01,0.03,0.03,0.07,0.11,0.22,0.22,0.28,0.39,0.49,0.48,0.58,0.63,0.74,0.7,0.83,0.79,0.84,0.92,0.88
320,"vand (not beverage)","word","outside",0.1,0.12,0.21,0.23,0.47,0.47,0.66,0.69,0.8,0.8,0.92,0.94,0.92,0.94,0.93,0.97,0.98,0.98,0.99,0.98,0.99
321,"himmel","word","outside",0.01,0.01,0.03,0.03,0.06,0.06,0.11,0.14,0.24,0.35,0.44,0.47,0.46,0.62,0.68,0.71,0.73,0.85,0.78,0.83,0.87
322,"slæde","word","outside",0,0,0.01,0.01,0.01,0.02,0.06,0.03,0.08,0.09,0.11,0.11,0.14,0.23,0.25,0.19,0.3,0.33,0.34,0.44,0.38
323,"vind","word","outside",0.01,0.01,0.02,0,0.03,0.05,0.06,0.05,0.12,0.15,0.24,0.3,0.28,0.41,0.47,0.41,0.52,0.59,0.51,0.65,0.71
324,"kælk","word","outside",0,0,0.01,0.02,0.02,0.04,0.1,0.09,0.14,0.14,0.26,0.27,0.31,0.4,0.47,0.27,0.38,0.47,0.44,0.56,0.63
325,"sne","word","outside",0.01,0.01,0.06,0.04,0.13,0.19,0.37,0.33,0.44,0.61,0.71,0.76,0.81,0.83,0.9,0.77,0.9,0.88,0.94,0.93,0.98
326,"køkkenhave","word","outside",0,0,0.01,0,0,0.01,0.01,0.01,0.05,0.03,0.08,0.11,0.08,0.11,0.18,0.21,0.3,0.33,0.35,0.32,0.31
327,"snemand","word","outside",0,0.01,0.01,0.01,0.03,0.06,0.13,0.13,0.25,0.33,0.46,0.47,0.57,0.66,0.73,0.59,0.72,0.79,0.8,0.87,0.9
328,"arbejde","word","outside",0.04,0.08,0.18,0.2,0.3,0.39,0.54,0.57,0.69,0.74,0.86,0.9,0.86,0.9,0.97,0.96,0.99,0.97,0.98,0.99,0.98
329,"fest","word","places",0.01,0,0.02,0.02,0.05,0.04,0.1,0.12,0.19,0.21,0.33,0.34,0.38,0.49,0.5,0.53,0.62,0.62,0.71,0.8,0.81
330,"skole","word","places",0,0.03,0.06,0.04,0.08,0.16,0.21,0.27,0.4,0.41,0.56,0.62,0.58,0.69,0.74,0.79,0.88,0.9,0.9,0.94,0.94
331,"(benzin)tanken","word","places",0.01,0.01,0.01,0,0,0.01,0.03,0.05,0.09,0.07,0.15,0.22,0.22,0.24,0.38,0.36,0.46,0.47,0.42,0.47,0.56
332,"forretning","word","places",0,0,0.01,0,0.02,0.03,0.03,0.02,0.09,0.14,0.19,0.18,0.25,0.33,0.34,0.38,0.55,0.54,0.5,0.61,0.71
333,"skoven","word","places",0.01,0,0.03,0.04,0.06,0.09,0.14,0.15,0.27,0.35,0.49,0.52,0.51,0.66,0.68,0.74,0.85,0.85,0.88,0.93,0.94
334,"biografen","word","places",0,0,0.01,0,0,0,0,0.01,0.02,0.02,0.04,0.09,0.08,0.1,0.16,0.22,0.27,0.33,0.38,0.42,0.43
335,"have","word","places",0.02,0.02,0.04,0.06,0.16,0.22,0.38,0.35,0.44,0.56,0.72,0.72,0.75,0.79,0.84,0.85,0.89,0.92,0.92,0.89,0.94
336,"stranden","word","places",0,0.01,0.04,0.02,0.06,0.08,0.1,0.11,0.19,0.25,0.36,0.39,0.47,0.53,0.57,0.74,0.85,0.87,0.89,0.85,0.94
337,"bondegård","word","places",0,0.01,0.02,0.01,0.05,0.06,0.07,0.1,0.13,0.26,0.29,0.39,0.39,0.49,0.58,0.56,0.7,0.73,0.74,0.72,0.75
338,"hjem","word","places",0.03,0.05,0.11,0.15,0.23,0.24,0.42,0.51,0.61,0.71,0.82,0.86,0.87,0.89,0.95,0.96,0.95,0.96,0.97,0.96,0.99
339,"svømmehal","word","places",0,0.01,0.01,0.02,0.02,0.04,0.1,0.11,0.14,0.18,0.28,0.34,0.41,0.45,0.57,0.58,0.66,0.7,0.78,0.74,0.8
340,"butik","word","places",0.01,0.01,0.02,0.01,0.05,0.06,0.11,0.1,0.21,0.25,0.36,0.38,0.42,0.53,0.58,0.63,0.7,0.77,0.81,0.85,0.89
341,"hus","word","places",0.03,0.04,0.12,0.13,0.3,0.29,0.51,0.58,0.66,0.7,0.79,0.84,0.83,0.85,0.91,0.89,0.95,0.97,0.97,0.96,0.96
342,"udenfor","word","places",0.02,0.07,0.11,0.08,0.21,0.19,0.33,0.35,0.45,0.47,0.65,0.66,0.7,0.75,0.82,0.81,0.83,0.89,0.9,0.87,0.92
343,"byen","word","places",0.01,0.01,0.03,0.03,0.06,0.09,0.14,0.18,0.26,0.31,0.55,0.55,0.56,0.62,0.68,0.68,0.78,0.79,0.79,0.86,0.86
344,"kirke","word","places",0.01,0.01,0.02,0.02,0.05,0.04,0.09,0.1,0.14,0.16,0.31,0.31,0.34,0.42,0.5,0.53,0.68,0.64,0.71,0.74,0.76
345,"zoologisk have","word","places",0.01,0,0.02,0,0.03,0.02,0.07,0.08,0.11,0.14,0.22,0.26,0.35,0.39,0.4,0.5,0.59,0.64,0.71,0.67,0.83
346,"camping","word","places",0,0,0.01,0,0.01,0.03,0.03,0.05,0.09,0.07,0.12,0.17,0.19,0.16,0.27,0.33,0.4,0.36,0.45,0.52,0.42
347,"legeplads","word","places",0.02,0.02,0.03,0.05,0.11,0.14,0.26,0.31,0.39,0.5,0.59,0.66,0.76,0.8,0.8,0.85,0.9,0.95,0.94,0.94,0.96
348,"cirkus","word","places",0.01,0,0.01,0,0.05,0.03,0.09,0.07,0.15,0.19,0.3,0.31,0.35,0.43,0.45,0.59,0.59,0.69,0.7,0.76,0.85
349,"park","word","places",0.01,0,0.01,0,0,0.01,0.02,0.03,0.06,0.05,0.09,0.09,0.08,0.14,0.14,0.18,0.26,0.25,0.3,0.34,0.34
350,"baby","word","people",0.12,0.26,0.41,0.44,0.61,0.67,0.78,0.71,0.8,0.85,0.94,0.93,0.93,0.93,0.99,0.98,0.99,0.97,0.99,0.99,0.99
351,"farfar","word","people",0.11,0.18,0.41,0.37,0.45,0.47,0.6,0.56,0.64,0.67,0.7,0.65,0.69,0.7,0.76,0.76,0.78,0.86,0.77,0.86,0.84
352,"moster","word","people",0.01,0.03,0.07,0.1,0.13,0.17,0.26,0.25,0.33,0.37,0.41,0.51,0.43,0.52,0.55,0.53,0.64,0.6,0.64,0.67,0.65
353,"babysitters navn","word","people",0.04,0.04,0.09,0.09,0.13,0.17,0.22,0.23,0.25,0.3,0.39,0.36,0.37,0.49,0.43,0.41,0.48,0.52,0.45,0.53,0.48
354,"farmor","word","people",0.07,0.1,0.24,0.2,0.31,0.36,0.48,0.54,0.63,0.65,0.72,0.74,0.71,0.73,0.79,0.75,0.86,0.89,0.83,0.91,0.83
355,"oldefar","word","people",0.01,0.01,0.02,0.02,0.05,0.06,0.11,0.14,0.17,0.25,0.32,0.28,0.24,0.35,0.44,0.33,0.44,0.42,0.49,0.55,0.48
356,"barn","word","people",0.01,0.01,0.02,0.01,0.05,0.09,0.15,0.16,0.21,0.28,0.38,0.38,0.43,0.52,0.55,0.59,0.71,0.74,0.66,0.73,0.81
357,"faster","word","people",0,0,0.03,0.05,0.03,0.09,0.14,0.09,0.18,0.2,0.27,0.23,0.27,0.34,0.34,0.4,0.53,0.4,0.48,0.53,0.54
358,"olde(mor)","word","people",0.01,0.04,0.06,0.08,0.11,0.16,0.26,0.31,0.36,0.36,0.53,0.44,0.49,0.55,0.59,0.54,0.62,0.58,0.64,0.75,0.7
359,"barnets eget navn","word","people",0.13,0.21,0.34,0.34,0.47,0.47,0.6,0.62,0.72,0.75,0.86,0.89,0.86,0.88,0.93,0.95,0.97,0.97,0.97,0.98,0.99
360,"folk","word","people",0,0,0.01,0,0.01,0.02,0.02,0.01,0.05,0.07,0.11,0.08,0.12,0.16,0.19,0.25,0.35,0.33,0.36,0.42,0.48
361,"onkel","word","people",0.02,0.01,0.04,0.04,0.06,0.07,0.11,0.13,0.2,0.25,0.28,0.41,0.39,0.45,0.53,0.54,0.58,0.6,0.63,0.66,0.68
362,"bedstefar","word","people",0.06,0.05,0.08,0.1,0.11,0.15,0.2,0.26,0.35,0.36,0.38,0.36,0.37,0.42,0.5,0.53,0.59,0.6,0.62,0.58,0.61
363,"klovn","word","people",0.01,0.01,0.07,0.06,0.11,0.1,0.25,0.16,0.29,0.37,0.46,0.55,0.56,0.63,0.65,0.7,0.77,0.78,0.78,0.87,0.91
364,"person","word","people",0.01,0,0.01,0,0.01,0,0.01,0.01,0.03,0.04,0.07,0.04,0.03,0.06,0.09,0.1,0.17,0.18,0.17,0.24,0.23
365,"bedste(mor)","word","people",0.06,0.05,0.09,0.11,0.11,0.17,0.22,0.22,0.32,0.34,0.37,0.4,0.4,0.4,0.52,0.55,0.52,0.59,0.64,0.55,0.63
366,"kæledyrets navn","word","people",0.07,0.16,0.23,0.19,0.22,0.34,0.38,0.46,0.45,0.46,0.49,0.51,0.58,0.63,0.66,0.65,0.62,0.68,0.68,0.73,0.69
367,"pige","word","people",0.05,0.07,0.18,0.23,0.36,0.43,0.6,0.64,0.7,0.72,0.84,0.88,0.86,0.91,0.92,0.94,0.96,0.95,0.96,0.99,0.99
368,"brandmand","word","people",0,0,0.01,0,0.01,0.05,0.08,0.11,0.14,0.2,0.19,0.34,0.35,0.37,0.46,0.51,0.63,0.64,0.64,0.73,0.79
369,"læge/doktor","word","people",0.01,0.01,0.01,0.02,0.05,0.08,0.1,0.14,0.25,0.38,0.52,0.52,0.54,0.63,0.69,0.73,0.79,0.79,0.85,0.92,0.92
370,"politi","word","people",0.01,0.01,0.02,0.01,0.02,0.06,0.09,0.1,0.19,0.24,0.37,0.4,0.48,0.53,0.6,0.68,0.76,0.77,0.83,0.79,0.91
371,"bror","word","people",0.02,0.03,0.06,0.03,0.07,0.12,0.09,0.13,0.23,0.24,0.31,0.34,0.46,0.4,0.46,0.6,0.59,0.66,0.7,0.73,0.77
372,"lærer","word","people",0,0,0.01,0,0.01,0.01,0.01,0.02,0.05,0.04,0.04,0.04,0.09,0.1,0.14,0.18,0.27,0.27,0.31,0.34,0.39
373,"postbud","word","people",0.01,0,0.01,0,0.02,0.04,0.07,0.09,0.14,0.18,0.33,0.34,0.35,0.42,0.5,0.56,0.65,0.67,0.7,0.71,0.75
374,"cowboy","word","people",0,0,0.02,0,0.01,0.02,0.02,0.04,0.08,0.09,0.15,0.2,0.2,0.24,0.29,0.3,0.49,0.41,0.42,0.56,0.64
375,"mand","word","people",0.02,0.04,0.08,0.11,0.28,0.33,0.51,0.53,0.67,0.72,0.78,0.84,0.82,0.85,0.91,0.88,0.94,0.93,0.96,0.95,0.98
376,"søster","word","people",0.03,0.02,0.06,0.04,0.07,0.08,0.1,0.12,0.22,0.25,0.27,0.36,0.34,0.41,0.51,0.53,0.66,0.65,0.68,0.72,0.76
377,"dagplejemors navn","word","people",0.12,0.19,0.22,0.32,0.33,0.44,0.54,0.52,0.55,0.61,0.67,0.62,0.64,0.7,0.7,0.71,0.73,0.75,0.71,0.81,0.69
378,"menneske","word","people",0,0,0.01,0,0.02,0.03,0.02,0.02,0.05,0.15,0.14,0.15,0.17,0.25,0.34,0.32,0.41,0.47,0.54,0.58,0.57
379,"tante","word","people",0,0,0.02,0.01,0.02,0.03,0.04,0.02,0.06,0.05,0.12,0.15,0.14,0.15,0.22,0.23,0.34,0.29,0.27,0.44,0.37
380,"dame","word","people",0.01,0.03,0.06,0.08,0.19,0.23,0.38,0.4,0.51,0.56,0.69,0.69,0.73,0.73,0.83,0.78,0.85,0.85,0.9,0.94,0.95
381,"mor","word","people",0.59,0.7,0.79,0.82,0.89,0.89,0.96,0.95,0.96,0.96,0.99,0.98,0.97,0.99,0.99,0.99,0.99,0.99,1,1,0.99
382,"ven","word","people",0,0,0.02,0.01,0.02,0.03,0.06,0.05,0.12,0.14,0.23,0.26,0.27,0.36,0.4,0.42,0.56,0.52,0.64,0.71,0.79
383,"dreng","word","people",0.04,0.05,0.09,0.13,0.3,0.31,0.49,0.53,0.59,0.64,0.75,0.84,0.82,0.85,0.92,0.93,0.93,0.95,0.94,0.97,0.99
384,"morbror","word","people",0,0,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.04,0.08,0.07,0.1,0.1,0.13,0.11,0.19,0.16,0.18,0.24,0.22
385,"veninde","word","people",0,0,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.06,0.08,0.09,0.09,0.06,0.13,0.15,0.22,0.25,0.22,0.32,0.34
386,"far","word","people",0.68,0.76,0.89,0.85,0.9,0.91,0.97,0.97,0.97,0.96,0.99,0.97,0.98,0.99,1,0.99,1,1,0.99,1,0.99
387,"morfar","word","people",0.06,0.14,0.24,0.24,0.31,0.4,0.52,0.49,0.6,0.56,0.66,0.7,0.71,0.73,0.73,0.73,0.81,0.77,0.81,0.84,0.83
388,"farbror","word","people",0,0,0,0,0,0.01,0.01,0.01,0.05,0.07,0.07,0.05,0.07,0.11,0.09,0.12,0.22,0.19,0.19,0.21,0.19
389,"mormor","word","people",0.21,0.25,0.43,0.46,0.56,0.62,0.74,0.71,0.77,0.8,0.81,0.82,0.86,0.87,0.83,0.81,0.9,0.9,0.85,0.91,0.88
390,"aftensmad","word","games_routines",0.03,0.03,0.08,0.08,0.13,0.16,0.26,0.32,0.41,0.51,0.63,0.69,0.71,0.78,0.85,0.85,0.91,0.93,0.97,0.96,0.94
391,"godnat","word","games_routines",0.08,0.13,0.19,0.21,0.35,0.35,0.54,0.58,0.68,0.72,0.87,0.88,0.87,0.92,0.94,0.95,0.97,0.97,0.98,0.99,0.98
392,"shh","word","games_routines",0.3,0.34,0.46,0.54,0.6,0.62,0.77,0.79,0.8,0.83,0.88,0.9,0.86,0.83,0.88,0.89,0.92,0.95,0.96,0.93,0.97
393,"bade","word","games_routines",0.19,0.28,0.41,0.44,0.58,0.63,0.74,0.77,0.81,0.84,0.87,0.91,0.91,0.9,0.92,0.95,0.95,0.98,0.96,0.97,0.99
394,"hej","word","games_routines",0.75,0.82,0.87,0.91,0.92,0.92,0.95,0.95,0.95,0.96,0.99,0.98,0.97,0.98,0.97,0.99,0.99,1,1,0.99,0.98
395,"sidde på potte","word","games_routines",0,0.01,0.04,0.03,0.08,0.12,0.16,0.22,0.23,0.33,0.46,0.5,0.48,0.49,0.59,0.64,0.67,0.74,0.74,0.81,0.74
396,"be om","word","games_routines",0.04,0.06,0.15,0.09,0.18,0.19,0.26,0.36,0.44,0.47,0.63,0.68,0.62,0.66,0.82,0.82,0.83,0.89,0.89,0.91,0.87
397,"hej hej (farvel)","word","games_routines",0.58,0.66,0.73,0.8,0.83,0.83,0.88,0.88,0.89,0.88,0.92,0.89,0.87,0.91,0.89,0.92,0.9,0.95,0.94,0.94,0.94
398,"""skal jeg komme efter dig""","word","games_routines",0.09,0.12,0.14,0.14,0.14,0.17,0.16,0.23,0.25,0.3,0.42,0.41,0.51,0.54,0.55,0.62,0.64,0.75,0.69,0.73,0.71
399,"borte tit/titte bøh","word","games_routines",0.43,0.43,0.51,0.55,0.65,0.63,0.63,0.68,0.71,0.63,0.76,0.78,0.67,0.74,0.81,0.76,0.73,0.82,0.82,0.82,0.81
400,"købe ind","word","games_routines",0.02,0.01,0.02,0.02,0.04,0.04,0.09,0.14,0.23,0.21,0.38,0.47,0.46,0.56,0.55,0.65,0.78,0.84,0.86,0.84,0.86
401,"snurre rundt","word","games_routines",0.04,0.07,0.06,0.12,0.11,0.11,0.16,0.2,0.22,0.3,0.39,0.41,0.42,0.49,0.57,0.62,0.53,0.66,0.64,0.76,0.73
402,"dav","word","games_routines",0.11,0.19,0.22,0.24,0.21,0.3,0.35,0.38,0.43,0.47,0.53,0.55,0.48,0.52,0.6,0.59,0.57,0.68,0.7,0.72,0.73
403,"ja","word","games_routines",0.53,0.58,0.68,0.79,0.83,0.85,0.9,0.92,0.95,0.97,0.97,0.97,0.97,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99
404,"sove til middag","word","games_routines",0.04,0.07,0.06,0.08,0.12,0.14,0.19,0.22,0.27,0.39,0.5,0.53,0.61,0.66,0.72,0.75,0.84,0.91,0.83,0.87,0.92
405,"farvel","word","games_routines",0.14,0.16,0.28,0.33,0.34,0.39,0.59,0.59,0.73,0.78,0.85,0.86,0.88,0.9,0.94,0.94,0.98,0.99,0.99,0.99,0.98
406,"klappe kage","word","games_routines",0.2,0.19,0.21,0.29,0.34,0.36,0.46,0.53,0.52,0.63,0.67,0.72,0.69,0.72,0.8,0.85,0.8,0.91,0.91,0.88,0.89
407,"så stor!","word","games_routines",0.17,0.16,0.23,0.25,0.28,0.35,0.51,0.41,0.52,0.5,0.62,0.6,0.64,0.65,0.63,0.71,0.76,0.76,0.83,0.79,0.85
408,"frokost","word","games_routines",0.01,0.01,0.02,0.02,0.05,0.04,0.09,0.13,0.18,0.25,0.32,0.45,0.38,0.52,0.59,0.53,0.68,0.73,0.74,0.78,0.8
409,"morgenmad","word","games_routines",0.05,0.09,0.15,0.16,0.3,0.28,0.43,0.48,0.59,0.71,0.77,0.8,0.84,0.85,0.89,0.92,0.95,0.97,0.99,0.99,0.98
410,"tak","word","games_routines",0.67,0.71,0.8,0.83,0.87,0.88,0.9,0.94,0.93,0.96,0.97,0.96,0.98,0.97,0.98,1,0.98,0.99,1,0.98,0.98
411,"gider ikke","word","games_routines",0.04,0.05,0.06,0.08,0.1,0.14,0.22,0.24,0.41,0.51,0.63,0.7,0.68,0.78,0.87,0.9,0.9,0.94,0.96,0.92,0.98
412,"nej","word","games_routines",0.6,0.71,0.88,0.88,0.92,0.92,0.94,0.98,0.97,0.99,0.99,0.99,0.98,0.98,0.98,0.99,0.99,0.99,1,0.99,0.99
413,"vent","word","games_routines",0.01,0.02,0.01,0.01,0.06,0.08,0.14,0.14,0.25,0.28,0.48,0.49,0.54,0.67,0.71,0.72,0.81,0.85,0.87,0.9,0.91
414,"goddag","word","games_routines",0.07,0.06,0.12,0.13,0.16,0.2,0.31,0.31,0.41,0.54,0.56,0.6,0.59,0.61,0.76,0.74,0.82,0.87,0.85,0.95,0.9
415,"ringe","word","games_routines",0.06,0.06,0.06,0.06,0.11,0.14,0.22,0.21,0.36,0.41,0.55,0.61,0.62,0.67,0.73,0.73,0.87,0.87,0.87,0.92,0.9
416,"vil","word","games_routines",0.03,0.07,0.06,0.12,0.13,0.21,0.28,0.35,0.52,0.57,0.73,0.74,0.77,0.82,0.86,0.89,0.92,0.95,0.97,0.97,0.97
417,"arbejde","word","action_words",0.03,0.06,0.14,0.2,0.28,0.33,0.46,0.53,0.65,0.69,0.81,0.86,0.86,0.87,0.94,0.96,0.99,0.97,0.96,0.96,1
418,"klatre","word","action_words",0.01,0.01,0.01,0,0.03,0.03,0.06,0.07,0.14,0.14,0.27,0.31,0.31,0.4,0.53,0.5,0.59,0.64,0.66,0.71,0.79
419,"slikke","word","action_words",0.01,0.01,0.01,0.01,0.04,0.03,0.06,0.08,0.15,0.22,0.33,0.34,0.41,0.45,0.52,0.59,0.64,0.74,0.73,0.81,0.9
420,"bide","word","action_words",0.02,0.03,0.06,0.07,0.11,0.18,0.31,0.32,0.41,0.51,0.64,0.7,0.71,0.77,0.87,0.86,0.9,0.92,0.9,0.94,0.96
421,"kramme","word","action_words",0.01,0.05,0.03,0.07,0.12,0.13,0.25,0.25,0.32,0.37,0.53,0.49,0.59,0.59,0.62,0.69,0.71,0.82,0.79,0.8,0.84
422,"slutte","word","action_words",0.01,0.03,0.04,0.05,0.06,0.06,0.09,0.12,0.16,0.18,0.28,0.3,0.21,0.32,0.34,0.41,0.52,0.56,0.49,0.58,0.6
423,"blive","word","action_words",0.01,0.01,0.02,0,0.01,0.06,0.08,0.11,0.2,0.28,0.37,0.43,0.41,0.53,0.58,0.58,0.66,0.74,0.73,0.82,0.89
424,"kysse","word","action_words",0.04,0.08,0.09,0.12,0.29,0.24,0.43,0.49,0.55,0.64,0.79,0.75,0.79,0.79,0.87,0.9,0.95,0.97,0.94,0.97,0.98
425,"slå","word","action_words",0.02,0.03,0.06,0.06,0.12,0.18,0.34,0.32,0.5,0.57,0.74,0.72,0.78,0.81,0.87,0.89,0.94,0.94,0.97,0.95,0.96
426,"bygge","word","action_words",0.01,0.01,0.04,0.02,0.06,0.09,0.19,0.19,0.3,0.37,0.52,0.62,0.59,0.71,0.72,0.83,0.9,0.91,0.94,0.94,0.95
427,"købe","word","action_words",0.02,0,0.02,0.01,0.04,0.05,0.13,0.1,0.23,0.28,0.44,0.49,0.58,0.65,0.75,0.73,0.85,0.88,0.92,0.93,0.96
428,"smage","word","action_words",0.04,0.06,0.1,0.09,0.2,0.2,0.34,0.35,0.48,0.52,0.67,0.66,0.68,0.76,0.83,0.82,0.9,0.95,0.9,0.92,0.93
429,"bære","word","action_words",0.01,0.02,0.02,0.04,0.09,0.1,0.22,0.19,0.35,0.43,0.55,0.6,0.61,0.66,0.67,0.7,0.8,0.85,0.84,0.89,0.9
430,"køre","word","action_words",0.04,0.05,0.07,0.09,0.23,0.22,0.41,0.43,0.61,0.67,0.78,0.84,0.79,0.85,0.9,0.92,0.96,0.97,0.96,0.96,0.97
431,"smide","word","action_words",0.01,0.02,0.02,0.02,0.03,0.04,0.1,0.12,0.23,0.28,0.41,0.44,0.53,0.53,0.6,0.74,0.71,0.79,0.82,0.82,0.9
