"num_item_id","definition","type","category","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36"
142,"jordbær","word","food_drink",0.03,0.03,0.06,0.11,0.14,0.15,0.33,0.34,0.5,0.53,0.66,0.72,0.75,0.77,0.86,0.86,0.94,0.94,0.91,0.95,1
143,"pølser","word","food_drink",0.01,0.04,0.1,0.14,0.28,0.33,0.45,0.53,0.69,0.71,0.85,0.89,0.89,0.88,0.92,0.94,0.98,0.97,0.98,0.98,0.98
144,"yoghurt","word","food_drink",0.03,0.05,0.14,0.17,0.31,0.32,0.4,0.44,0.57,0.6,0.71,0.77,0.83,0.85,0.89,0.85,0.94,0.96,0.96,0.97,0.9
145,"juice","word","food_drink",0.08,0.11,0.28,0.28,0.44,0.52,0.65,0.64,0.74,0.79,0.83,0.84,0.91,0.91,0.92,0.92,0.94,0.97,0.95,0.97,0.96
146,"rosiner","word","food_drink",0.08,0.15,0.21,0.29,0.37,0.42,0.59,0.59,0.75,0.72,0.87,0.88,0.87,0.9,0.95,0.93,0.97,0.98,0.97,0.97,0.98
147,"æble","word","food_drink",0.07,0.09,0.21,0.22,0.38,0.42,0.62,0.62,0.73,0.75,0.9,0.91,0.92,0.94,0.96,0.95,0.99,0.99,0.99,0.98,0.99
148,"kaffe","word","food_drink",0.03,0.07,0.14,0.16,0.27,0.3,0.47,0.51,0.58,0.64,0.79,0.78,0.8,0.84,0.92,0.87,0.95,0.96,0.94,0.97,0.98
149,"rugbrød","word","food_drink",0.03,0.04,0.12,0.13,0.21,0.28,0.45,0.45,0.54,0.67,0.79,0.83,0.82,0.85,0.91,0.93,0.95,0.97,0.97,0.96,0.99
150,"æg","word","food_drink",0.03,0.03,0.1,0.14,0.29,0.31,0.51,0.55,0.63,0.72,0.86,0.85,0.84,0.85,0.92,0.94,0.96,0.98,0.98,0.99,0.99
151,"kage(r)","word","food_drink",0.05,0.09,0.18,0.26,0.38,0.41,0.59,0.65,0.73,0.75,0.89,0.9,0.87,0.91,0.91,0.97,0.98,0.96,0.96,0.99,0.98
152,"saft(evand)","word","food_drink",0.07,0.07,0.18,0.19,0.32,0.39,0.54,0.55,0.7,0.7,0.84,0.87,0.87,0.87,0.96,0.93,0.98,0.97,0.98,0.98,0.99
153,"ærter","word","food_drink",0.01,0.01,0.05,0.03,0.14,0.13,0.22,0.29,0.37,0.36,0.54,0.57,0.59,0.64,0.71,0.75,0.85,0.87,0.8,0.88,0.87
154,"kartofler","word","food_drink",0.03,0.07,0.12,0.12,0.24,0.31,0.45,0.48,0.56,0.66,0.78,0.81,0.85,0.85,0.94,0.94,0.97,0.95,0.94,0.96,0.98
155,"salt","word","food_drink",0,0.01,0.02,0.02,0.11,0.07,0.19,0.18,0.32,0.4,0.51,0.53,0.51,0.61,0.68,0.69,0.84,0.82,0.86,0.9,0.87
156,"ble","word","clothing",0.1,0.17,0.34,0.35,0.57,0.62,0.7,0.81,0.87,0.86,0.94,0.94,0.94,0.96,0.98,0.97,0.99,0.99,0.99,1,1
157,"hue","word","clothing",0.04,0.1,0.2,0.3,0.42,0.46,0.65,0.66,0.71,0.78,0.82,0.82,0.84,0.82,0.9,0.92,0.94,0.93,0.98,0.92,0.98
158,"strømpebukser","word","clothing",0.01,0,0.01,0.01,0.07,0.07,0.16,0.17,0.3,0.33,0.42,0.49,0.48,0.58,0.59,0.59,0.64,0.72,0.67,0.77,0.72
159,"bluse","word","clothing",0.03,0.07,0.1,0.14,0.3,0.32,0.43,0.48,0.53,0.56,0.75,0.75,0.74,0.76,0.87,0.85,0.82,0.88,0.88,0.88,0.91
160,"jakke","word","clothing",0.06,0.11,0.26,0.27,0.41,0.47,0.67,0.66,0.75,0.78,0.85,0.91,0.89,0.88,0.94,0.92,0.97,0.97,0.96,0.97,0.96
161,"strømper","word","clothing",0.07,0.12,0.22,0.2,0.37,0.38,0.56,0.62,0.69,0.77,0.82,0.84,0.87,0.88,0.92,0.94,0.93,0.95,0.99,0.98,0.99
162,"bukser","word","clothing",0.06,0.07,0.22,0.25,0.4,0.49,0.62,0.65,0.76,0.76,0.91,0.89,0.94,0.93,0.96,0.96,0.98,0.98,0.98,0.99,0.99
163,"kjole","word","clothing",0.01,0.01,0.08,0.1,0.19,0.25,0.35,0.36,0.5,0.51,0.62,0.68,0.66,0.75,0.76,0.75,0.83,0.83,0.85,0.93,0.94
164,"støvler","word","clothing",0.02,0.04,0.14,0.17,0.34,0.37,0.5,0.54,0.64,0.7,0.83,0.84,0.86,0.87,0.9,0.94,0.96,0.97,0.99,0.98,0.99
165,"bælte","word","clothing",0,0.01,0.01,0.02,0.07,0.06,0.06,0.12,0.17,0.19,0.21,0.28,0.27,0.4,0.39,0.43,0.55,0.56,0.61,0.72,0.67
166,"knap","word","clothing",0.03,0.05,0.12,0.09,0.19,0.24,0.37,0.39,0.49,0.56,0.65,0.7,0.67,0.75,0.76,0.74,0.76,0.81,0.85,0.92,0.9
167,"sut","word","clothing",0.21,0.34,0.44,0.47,0.62,0.65,0.77,0.78,0.92,0.93,0.93,0.92,0.94,0.92,0.97,0.96,0.99,0.98,0.99,0.98,0.98
168,"flyverdragt","word","clothing",0.01,0,0.06,0.02,0.1,0.12,0.18,0.18,0.3,0.43,0.48,0.56,0.64,0.71,0.76,0.81,0.85,0.89,0.9,0.9,0.9
169,"kondisko","word","clothing",0,0.02,0.01,0.01,0.02,0.04,0.07,0.07,0.08,0.17,0.18,0.18,0.21,0.31,0.34,0.37,0.42,0.37,0.41,0.48,0.47
170,"sweater","word","clothing",0.01,0,0,0,0.01,0.03,0.02,0.04,0.05,0.07,0.09,0.1,0.11,0.16,0.16,0.2,0.27,0.28,0.3,0.3,0.36
171,"frakke","word","clothing",0.01,0.01,0.04,0.04,0.07,0.12,0.16,0.16,0.2,0.27,0.25,0.25,0.32,0.45,0.38,0.4,0.42,0.53,0.46,0.58,0.57
172,"lynlås","word","clothing",0.01,0.01,0.04,0.05,0.09,0.14,0.26,0.28,0.28,0.43,0.57,0.6,0.63,0.65,0.69,0.76,0.79,0.81,0.8,0.84,0.85
173,"t-shirt","word","clothing",0.01,0.01,0.01,0.01,0.05,0.05,0.08,0.09,0.16,0.23,0.29,0.44,0.38,0.47,0.54,0.48,0.55,0.63,0.62,0.73,0.67
174,"hagesmæk","word","clothing",0.04,0.04,0.07,0.1,0.26,0.24,0.35,0.43,0.51,0.6,0.72,0.77,0.77,0.77,0.87,0.89,0.9,0.89,0.87,0.88,0.9
175,"nattøj","word","clothing",0.03,0.01,0.09,0.07,0.19,0.25,0.36,0.44,0.57,0.64,0.73,0.78,0.85,0.86,0.9,0.92,0.94,0.96,0.97,0.96,0.98
176,"trusser","word","clothing",0.01,0.01,0.02,0,0.02,0.03,0.04,0.08,0.1,0.14,0.19,0.2,0.21,0.3,0.31,0.3,0.39,0.5,0.42,0.55,0.53
177,"halskæde","word","clothing",0,0,0.04,0.02,0.06,0.09,0.1,0.16,0.27,0.31,0.45,0.49,0.47,0.57,0.61,0.63,0.66,0.73,0.68,0.85,0.79
178,"shorts","word","clothing",0,0.02,0.03,0.04,0.06,0.08,0.14,0.14,0.26,0.33,0.35,0.5,0.5,0.59,0.62,0.63,0.75,0.74,0.76,0.85,0.86
179,"trøje","word","clothing",0.03,0.02,0.06,0.11,0.17,0.26,0.41,0.41,0.55,0.62,0.66,0.74,0.71,0.74,0.81,0.83,0.78,0.89,0.87,0.94,0.94
180,"halstørklæde","word","clothing",0,0,0.01,0,0.03,0.05,0.09,0.07,0.15,0.2,0.31,0.34,0.31,0.42,0.47,0.46,0.5,0.59,0.57,0.73,0.69
181,"sko","word","clothing",0.27,0.43,0.58,0.59,0.76,0.75,0.89,0.89,0.9,0.94,0.95,0.95,0.95,0.97,0.98,0.96,0.99,1,1,0.99,0.99
182,"underbukser","word","clothing",0.01,0,0.03,0.01,0.04,0.07,0.16,0.18,0.29,0.38,0.5,0.62,0.63,0.75,0.76,0.77,0.83,0.89,0.94,0.92,0.96
183,"hjemmesko/sutsko","word","clothing",0.03,0.09,0.18,0.17,0.32,0.4,0.5,0.51,0.6,0.66,0.75,0.79,0.78,0.8,0.88,0.9,0.92,0.93,0.9,0.96,0.99
184,"sokker","word","clothing",0.03,0.04,0.09,0.07,0.16,0.22,0.25,0.3,0.36,0.41,0.48,0.53,0.48,0.6,0.65,0.62,0.69,0.74,0.64,0.72,0.79
185,"vanter","word","clothing",0,0.01,0.04,0.02,0.11,0.17,0.27,0.28,0.44,0.49,0.61,0.64,0.69,0.75,0.75,0.82,0.83,0.88,0.83,0.94,0.9
186,"ankel","word","body_parts",0,0,0,0,0.01,0.01,0.01,0.02,0.01,0.05,0.04,0.06,0.06,0.07,0.1,0.09,0.16,0.16,0.13,0.2,0.15
187,"hår","word","body_parts",0.05,0.11,0.25,0.31,0.48,0.54,0.68,0.72,0.82,0.83,0.93,0.94,0.94,0.96,0.97,0.98,0.99,0.99,0.99,0.99,0.99
188,"sår","word","body_parts",0,0.02,0.02,0.03,0.06,0.07,0.16,0.15,0.19,0.28,0.38,0.44,0.47,0.54,0.61,0.65,0.66,0.68,0.73,0.82,0.83
189,"ansigt","word","body_parts",0.02,0.01,0.01,0.01,0.04,0.06,0.09,0.14,0.2,0.3,0.34,0.36,0.42,0.44,0.5,0.49,0.6,0.71,0.66,0.65,0.8
190,"kind","word","body_parts",0.03,0.01,0.04,0.06,0.15,0.2,0.31,0.35,0.44,0.57,0.64,0.69,0.7,0.75,0.82,0.82,0.84,0.91,0.92,0.93,0.94
191,"tænder","word","body_parts",0.04,0.05,0.09,0.15,0.31,0.32,0.49,0.53,0.65,0.7,0.82,0.85,0.88,0.9,0.95,0.96,0.97,0.97,0.99,0.98,1
192,"arm","word","body_parts",0.07,0.06,0.12,0.21,0.4,0.44,0.66,0.63,0.75,0.8,0.91,0.9,0.91,0.94,0.97,0.97,0.98,0.99,0.99,0.99,1
193,"knæ","word","body_parts",0.01,0.03,0.06,0.05,0.1,0.21,0.3,0.37,0.42,0.54,0.62,0.72,0.69,0.75,0.85,0.79,0.83,0.91,0.9,0.93,0.93
194,"tissekone","word","body_parts",0.02,0.02,0.02,0.03,0.07,0.1,0.12,0.17,0.3,0.35,0.44,0.4,0.51,0.52,0.63,0.59,0.71,0.75,0.77,0.81,0.77
195,"ben","word","body_parts",0.06,0.07,0.17,0.23,0.4,0.49,0.65,0.66,0.81,0.8,0.94,0.93,0.92,0.95,0.97,0.97,0.98,0.99,0.99,0.99,1
196,"læber","word","body_parts",0.01,0.01,0.01,0.02,0.06,0.11,0.19,0.18,0.24,0.38,0.42,0.44,0.51,0.58,0.64,0.68,0.67,0.85,0.78,0.84,0.82
197,"tissemand","word","body_parts",0.02,0.03,0.07,0.06,0.12,0.18,0.25,0.28,0.45,0.56,0.57,0.61,0.69,0.76,0.83,0.85,0.9,0.89,0.89,0.93,0.88
198,"bryster","word","body_parts",0.02,0.05,0.04,0.07,0.12,0.19,0.28,0.31,0.42,0.44,0.59,0.6,0.64,0.7,0.75,0.73,0.83,0.85,0.88,0.9,0.87
199,"mave","word","body_parts",0.06,0.12,0.19,0.25,0.39,0.44,0.66,0.65,0.8,0.8,0.91,0.91,0.92,0.93,0.95,0.97,0.99,0.99,0.99,0.99,1
200,"tunge","word","body_parts",0.01,0.03,0.03,0.05,0.14,0.15,0.21,0.27,0.35,0.43,0.54,0.59,0.64,0.71,0.78,0.78,0.84,0.86,0.84,0.89,0.95
201,"finger","word","body_parts",0.02,0.05,0.09,0.14,0.25,0.34,0.56,0.57,0.69,0.76,0.87,0.86,0.9,0.91,0.97,0.96,0.99,0.96,0.99,0.98,0.99
202,"mund","word","body_parts",0.08,0.09,0.21,0.25,0.42,0.48,0.67,0.68,0.79,0.82,0.89,0.93,0.93,0.95,0.98,0.97,0.97,0.98,0.98,0.98,1
203,"tå","word","body_parts",0.02,0.07,0.06,0.08,0.14,0.16,0.29,0.27,0.32,0.4,0.46,0.52,0.54,0.59,0.66,0.69,0.69,0.78,0.73,0.83,0.87
204,"fødder","word","body_parts",0.03,0.09,0.13,0.13,0.29,0.37,0.51,0.55,0.61,0.77,0.8,0.86,0.86,0.87,0.94,0.95,0.96,0.97,0.97,0.95,0.98
205,"navle","word","body_parts",0.08,0.09,0.11,0.17,0.33,0.37,0.49,0.55,0.63,0.69,0.81,0.78,0.82,0.87,0.93,0.87,0.91,0.91,0.92,0.94,0.98
206,"øje","word","body_parts",0.11,0.13,0.24,0.32,0.5,0.53,0.71,0.72,0.76,0.85,0.92,0.94,0.9,0.93,0.98,0.99,0.99,0.98,0.99,0.99,1
207,"hage","word","body_parts",0.01,0.01,0.04,0.05,0.18,0.22,0.38,0.4,0.44,0.6,0.6,0.69,0.7,0.77,0.82,0.86,0.83,0.87,0.89,0.88,0.94
208,"numse","word","body_parts",0.04,0.02,0.04,0.07,0.19,0.25,0.41,0.47,0.56,0.63,0.77,0.77,0.84,0.84,0.93,0.93,0.98,0.97,0.97,0.97,0.99
209,"øre","word","body_parts",0.08,0.08,0.24,0.27,0.44,0.53,0.65,0.69,0.77,0.82,0.91,0.92,0.92,0.93,0.97,0.97,0.98,0.98,0.99,0.99,1
210,"hoved","word","body_parts",0.03,0.05,0.12,0.18,0.32,0.38,0.54,0.6,0.7,0.78,0.87,0.89,0.91,0.92,0.96,0.97,0.99,0.98,0.99,0.97,0.99
211,"næse","word","body_parts",0.12,0.15,0.29,0.29,0.47,0.55,0.72,0.69,0.78,0.86,0.91,0.92,0.94,0.94,0.98,0.97,0.99,0.98,0.98,0.99,1
212,"hånd","word","body_parts",0.03,0.06,0.09,0.17,0.32,0.37,0.57,0.58,0.73,0.8,0.84,0.92,0.89,0.91,0.94,0.95,0.97,0.99,0.99,0.98,0.98
213,"skulder","word","body_parts",0,0.01,0.01,0.01,0.01,0.07,0.08,0.07,0.14,0.24,0.3,0.32,0.32,0.36,0.47,0.45,0.57,0.69,0.66,0.71,0.72
214,"affald","word","household",0.01,0.01,0.03,0.02,0.01,0.05,0.04,0.07,0.06,0.14,0.17,0.16,0.18,0.25,0.34,0.34,0.43,0.48,0.43,0.5,0.54
215,"klokke","word","household",0.01,0.01,0.02,0.01,0.05,0.08,0.15,0.15,0.19,0.27,0.36,0.41,0.43,0.53,0.54,0.61,0.69,0.73,0.73,0.83,0.83
216,"saks","word","household",0.01,0.02,0.08,0.09,0.21,0.18,0.32,0.34,0.45,0.66,0.76,0.77,0.83,0.82,0.89,0.91,0.94,0.95,0.96,0.96,0.98
217,"bakke","word","household",0.01,0.02,0.01,0,0.03,0.04,0.05,0.08,0.12,0.12,0.17,0.17,0.17,0.25,0.31,0.26,0.38,0.38,0.4,0.55,0.52
218,"kop","word","household",0.08,0.12,0.21,0.28,0.4,0.46,0.62,0.59,0.72,0.78,0.85,0.88,0.92,0.91,0.95,0.95,0.96,0.97,0.98,1,0.98
219,"serviet","word","household",0.01,0,0.01,0,0.03,0.04,0.04,0.09,0.13,0.17,0.26,0.3,0.3,0.42,0.45,0.53,0.55,0.65,0.61,0.71,0.75
220,"billede","word","household",0.01,0.03,0.09,0.08,0.16,0.22,0.34,0.36,0.5,0.57,0.67,0.67,0.76,0.82,0.83,0.87,0.86,0.93,0.92,0.94,0.98
221,"kost","word","household",0.02,0.03,0.08,0.06,0.14,0.16,0.32,0.28,0.44,0.5,0.66,0.66,0.69,0.68,0.74,0.79,0.83,0.81,0.82,0.92,0.97
222,"ske","word","household",0.06,0.18,0.27,0.3,0.51,0.5,0.69,0.71,0.79,0.86,0.91,0.95,0.91,0.93,0.96,0.98,0.99,0.97,0.99,1,1
223,"briller","word","household",0.04,0.07,0.16,0.19,0.33,0.34,0.49,0.56,0.65,0.7,0.82,0.84,0.86,0.85,0.91,0.94,0.95,0.94,0.95,0.96,0.98
224,"kniv","word","household",0.02,0.02,0.12,0.12,0.24,0.26,0.44,0.49,0.59,0.7,0.83,0.86,0.86,0.88,0.95,0.97,0.98,0.95,0.99,0.98,0.99
225,"skrald","word","household",0.01,0.03,0.03,0.03,0.09,0.1,0.19,0.15,0.19,0.27,0.37,0.34,0.42,0.47,0.43,0.44,0.62,0.56,0.55,0.62,0.64
226,"børste","word","household",0.04,0.03,0.06,0.09,0.16,0.22,0.33,0.36,0.44,0.52,0.7,0.73,0.74,0.75,0.82,0.85,0.84,0.9,0.89,0.9,0.91
227,"krukke","word","household",0,0,0.01,0.01,0.01,0.03,0.01,0.04,0.05,0.06,0.14,0.16,0.13,0.21,0.23,0.21,0.28,0.4,0.34,0.36,0.37
228,"skål","word","household",0.02,0.02,0.06,0.1,0.2,0.21,0.33,0.29,0.38,0.48,0.56,0.6,0.66,0.68,0.7,0.7,0.78,0.81,0.83,0.86,0.91
229,"bånd","word","household",0,0,0.01,0.01,0.01,0.07,0.05,0.08,0.14,0.16,0.2,0.32,0.25,0.45,0.42,0.38,0.52,0.54,0.55,0.61,0.61
230,"krus","word","household",0.01,0.02,0.04,0.03,0.08,0.09,0.16,0.18,0.26,0.35,0.38,0.43,0.45,0.52,0.61,0.58,0.6,0.66,0.69,0.7,0.75
231,"småpenge","word","household",0,0,0.01,0,0,0.02,0,0.01,0.02,0.01,0.04,0.07,0.05,0.05,0.1,0.13,0.16,0.23,0.13,0.19,0.2
232,"dyne","word","household",0.05,0.09,0.16,0.23,0.38,0.49,0.66,0.67,0.81,0.8,0.93,0.93,0.92,0.91,0.96,0.98,0.98,0.99,0.99,0.98,1
233,"køkkenrulle","word","household",0.02,0.01,0.01,0,0.03,0.04,0.06,0.11,0.17,0.28,0.32,0.45,0.47,0.53,0.58,0.66,0.71,0.75,0.73,0.78,0.74
234,"spand","word","household",0.02,0.02,0.08,0.08,0.2,0.25,0.35,0.4,0.46,0.54,0.7,0.78,0.75,0.8,0.84,0.84,0.89,0.85,0.92,0.94,0.96
235,"dåse","word","household",0,0,0.02,0.01,0.03,0.05,0.07,0.11,0.12,0.2,0.31,0.3,0.31,0.42,0.42,0.49,0.59,0.62,0.59,0.65,0.72
236,"lampe","word","household",0.04,0.04,0.08,0.08,0.2,0.23,0.32,0.36,0.42,0.55,0.63,0.64,0.69,0.75,0.78,0.85,0.87,0.87,0.85,0.92,0.94
237,"støvsuger","word","household",0.04,0.03,0.14,0.15,0.27,0.29,0.41,0.45,0.59,0.59,0.75,0.77,0.81,0.82,0.91,0.93,0.95,0.95,0.97,0.98,0.96
238,"flaske","word","household",0.02,0.03,0.04,0.03,0.08,0.14,0.2,0.24,0.37,0.42,0.6,0.56,0.64,0.72,0.76,0.79,0.85,0.89,0.87,0.92,0.93
239,"lys","word","household",0.14,0.15,0.28,0.27,0.44,0.45,0.58,0.65,0.73,0.72,0.88,0.91,0.88,0.93,0.92,0.95,0.98,0.98,0.96,0.96,0.99
240,"sæbe","word","household",0.01,0.04,0.06,0.04,0.18,0.2,0.33,0.38,0.5,0.57,0.76,0.78,0.83,0.83,0.88,0.89,0.93,0.93,0.97,0.97,0.98
241,"gaffel","word","household",0.03,0.07,0.12,0.14,0.27,0.36,0.49,0.58,0.63,0.72,0.85,0.86,0.86,0.91,0.96,0.95,0.97,0.97,0.99,0.99,0.99
242,"medicin","word","household",0.01,0,0.02,0.01,0.04,0.03,0.06,0.06,0.11,0.22,0.27,0.3,0.33,0.36,0.42,0.47,0.47,0.54,0.57,0.57,0.72
243,"tallerken","word","household",0.03,0.04,0.06,0.08,0.21,0.27,0.42,0.46,0.56,0.66,0.77,0.8,0.82,0.87,0.94,0.93,0.95,0.96,0.99,0.98,0.98
244,"glas","word","household",0.04,0.01,0.08,0.12,0.23,0.28,0.47,0.45,0.6,0.7,0.81,0.85,0.84,0.86,0.92,0.93,0.97,0.96,0.97,0.97,0.99
245,"nøgler","word","household",0.05,0.06,0.16,0.17,0.31,0.34,0.5,0.58,0.67,0.69,0.84,0.85,0.84,0.87,0.94,0.94,0.96,0.97,0.97,0.96,0.98
246,"tandbørste","word","household",0.04,0.07,0.13,0.07,0.24,0.28,0.42,0.48,0.6,0.69,0.8,0.8,0.87,0.91,0.93,0.94,0.96,0.98,0.98,0.96,0.99
247,"gåvogn","word","household",0.01,0,0.02,0,0.03,0.05,0.04,0.04,0.07,0.12,0.11,0.15,0.13,0.2,0.23,0.25,0.36,0.4,0.3,0.42,0.3
248,"papir","word","household",0.02,0.03,0.08,0.08,0.22,0.28,0.4,0.45,0.56,0.64,0.79,0.82,0.83,0.85,0.9,0.94,0.96,0.97,0.97,0.97,0.99
249,"telefon","word","household",0.04,0.1,0.15,0.18,0.34,0.35,0.53,0.57,0.68,0.75,0.84,0.85,0.9,0.88,0.94,0.97,0.97,0.97,0.98,0.96,0.99
250,"hammer","word","household",0.01,0.03,0.08,0.13,0.21,0.22,0.35,0.34,0.51,0.59,0.68,0.7,0.8,0.76,0.87,0.89,0.93,0.92,0.92,0.93,0.98
251,"penge","word","household",0.01,0.02,0.04,0.03,0.17,0.13,0.3,0.29,0.46,0.48,0.62,0.66,0.74,0.77,0.85,0.85,0.9,0.93,0.96,0.97,0.97
252,"toilet-/wc-papir","word","household",0.01,0.02,0.01,0.03,0.06,0.1,0.1,0.17,0.23,0.35,0.42,0.4,0.49,0.55,0.63,0.65,0.75,0.74,0.8,0.86,0.87
253,"håndklæde","word","household",0.02,0.01,0.04,0.03,0.09,0.11,0.19,0.25,0.33,0.46,0.55,0.64,0.73,0.71,0.83,0.86,0.88,0.94,0.93,0.93,0.97
254,"plante","word","household",0,0,0.02,0.01,0.02,0.04,0.04,0.08,0.14,0.14,0.25,0.23,0.26,0.37,0.37,0.38,0.43,0.55,0.56,0.58,0.61
255,"tæppe","word","household",0.01,0.02,0.02,0.05,0.08,0.12,0.26,0.25,0.34,0.42,0.58,0.62,0.65,0.75,0.82,0.83,0.86,0.89,0.89,0.94,0.95
256,"kam","word","household",0.01,0.03,0.06,0.06,0.13,0.19,0.3,0.29,0.39,0.44,0.55,0.56,0.59,0.63,0.71,0.66,0.72,0.79,0.8,0.81,0.82
257,"pude","word","household",0.04,0.07,0.17,0.17,0.33,0.38,0.54,0.61,0.66,0.68,0.83,0.85,0.88,0.91,0.95,0.97,0.95,0.96,0.97,0.96,0.98
258,"ur","word","household",0.08,0.12,0.17,0.22,0.34,0.36,0.48,0.53,0.61,0.7,0.75,0.8,0.81,0.82,0.89,0.93,0.92,0.91,0.92,0.96,0.94
259,"kamera","word","household",0,0,0.01,0,0.03,0.05,0.05,0.06,0.06,0.14,0.21,0.24,0.25,0.34,0.42,0.48,0.58,0.58,0.59,0.67,0.76
260,"pung","word","household",0,0,0.02,0.02,0.08,0.1,0.13,0.17,0.24,0.37,0.49,0.53,0.51,0.6,0.63,0.64,0.75,0.75,0.79,0.79,0.79
261,"æske","word","household",0,0.01,0.01,0,0.01,0.03,0.04,0.05,0.06,0.09,0.13,0.12,0.13,0.25,0.17,0.27,0.41,0.45,0.38,0.5,0.44
262,"kasse","word","household",0.01,0.01,0.03,0.04,0.11,0.11,0.2,0.26,0.28,0.41,0.55,0.58,0.63,0.67,0.75,0.78,0.85,0.89,0.87,0.91,0.94
263,"radio","word","household",0.02,0.01,0.02,0.01,0.03,0.06,0.1,0.12,0.17,0.25,0.36,0.36,0.39,0.49,0.65,0.62,0.7,0.72,0.76,0.83,0.8
264,"altan","word","furniture_rooms",0,0,0.01,0,0.01,0.04,0.02,0.03,0.01,0.06,0.07,0.08,0.08,0.07,0.13,0.14,0.22,0.15,0.16,0.27,0.21
265,"kælder","word","furniture_rooms",0.01,0.01,0.02,0.01,0.06,0.06,0.09,0.11,0.17,0.15,0.34,0.34,0.38,0.37,0.41,0.43,0.58,0.53,0.6,0.63,0.74
266,"stue","word","furniture_rooms",0.03,0.03,0.05,0.08,0.18,0.19,0.37,0.41,0.49,0.56,0.7,0.77,0.79,0.81,0.86,0.88,0.93,0.92,0.96,0.95,0.98
267,"badekar","word","furniture_rooms",0.02,0.06,0.1,0.07,0.17,0.21,0.31,0.32,0.48,0.56,0.66,0.7,0.73,0.73,0.87,0.83,0.9,0.91,0.91,0.94,0.93
268,"køkken","word","furniture_rooms",0.02,0.03,0.04,0.06,0.11,0.12,0.3,0.33,0.42,0.48,0.67,0.75,0.78,0.81,0.85,0.92,0.94,0.94,0.94,0.96,0.98
269,"terrasse","word","furniture_rooms",0.01,0,0.01,0,0.01,0.01,0.03,0.05,0.06,0.13,0.18,0.26,0.26,0.3,0.39,0.39,0.48,0.5,0.54,0.61,0.56
270,"badeværelse","word","furniture_rooms",0.02,0.02,0.03,0.02,0.07,0.08,0.16,0.21,0.31,0.38,0.49,0.6,0.66,0.68,0.79,0.81,0.86,0.93,0.91,0.9,0.93
271,"køleskab","word","furniture_rooms",0.02,0.03,0.02,0.03,0.09,0.08,0.2,0.24,0.36,0.39,0.58,0.64,0.68,0.73,0.83,0.88,0.92,0.93,0.94,0.96,0.98
272,"toilet/wc","word","furniture_rooms",0.02,0.01,0.04,0.04,0.1,0.13,0.2,0.28,0.37,0.49,0.61,0.65,0.68,0.75,0.84,0.86,0.9,0.95,0.96,0.94,0.96
273,"bord","word","furniture_rooms",0.04,0.07,0.19,0.2,0.36,0.44,0.58,0.58,0.74,0.77,0.86,0.89,0.87,0.87,0.95,0.95,0.99,0.98,0.98,0.97,0.99
274,"ovn","word","furniture_rooms",0.02,0.02,0.05,0.07,0.11,0.13,0.23,0.28,0.35,0.38,0.53,0.61,0.61,0.69,0.77,0.77,0.84,0.82,0.89,0.9,0.94
275,"trapper","word","furniture_rooms",0.01,0.02,0.06,0.07,0.17,0.2,0.37,0.38,0.46,0.54,0.69,0.76,0.73,0.76,0.86,0.85,0.91,0.89,0.93,0.92,0.95
276,"bruser","word","furniture_rooms",0.01,0.02,0.04,0.03,0.1,0.11,0.19,0.22,0.3,0.44,0.51,0.57,0.59,0.66,0.75,0.77,0.76,0.87,0.87,0.89,0.91
277,"potte","word","furniture_rooms",0.01,0,0.08,0.08,0.13,0.22,0.25,0.35,0.4,0.48,0.6,0.65,0.66,0.69,0.76,0.71,0.78,0.85,0.82,0.88,0.82
278,"tv/fjernsyn","word","furniture_rooms",0.02,0.03,0.08,0.08,0.15,0.19,0.34,0.44,0.55,0.64,0.75,0.79,0.82,0.86,0.92,0.92,0.97,0.96,0.98,0.98,0.99
279,"dør","word","furniture_rooms",0.04,0.05,0.16,0.19,0.3,0.42,0.56,0.61,0.7,0.75,0.87,0.88,0.87,0.9,0.97,0.95,0.97,0.99,0.99,0.96,0.99
280,"seng","word","furniture_rooms",0.03,0.08,0.14,0.18,0.34,0.41,0.57,0.67,0.75,0.79,0.89,0.9,0.91,0.91,0.95,0.96,0.98,0.98,1,0.98,0.98
281,"tørretumbler","word","furniture_rooms",0.01,0,0.01,0.01,0.01,0.03,0.03,0.01,0.06,0.09,0.12,0.19,0.18,0.21,0.29,0.38,0.37,0.4,0.46,0.52,0.49
282,"garage","word","furniture_rooms",0.01,0.01,0.02,0.01,0.02,0.04,0.09,0.08,0.15,0.2,0.26,0.32,0.31,0.35,0.5,0.49,0.62,0.63,0.57,0.68,0.71
283,"skab","word","furniture_rooms",0.01,0.01,0.03,0.04,0.07,0.1,0.2,0.21,0.31,0.39,0.5,0.6,0.6,0.7,0.79,0.77,0.83,0.84,0.88,0.91,0.92
284,"vask","word","furniture_rooms",0.01,0.01,0.02,0.02,0.07,0.06,0.14,0.12,0.2,0.25,0.37,0.4,0.44,0.52,0.62,0.63,0.72,0.75,0.78,0.79,0.83
285,"gyngestol","word","furniture_rooms",0.01,0.02,0.01,0.01,0.03,0.04,0.06,0.06,0.08,0.12,0.15,0.12,0.2,0.2,0.23,0.23,0.36,0.38,0.35,0.45,0.43
