"num_item_id","definition","type","category","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
137,"pizza","word","food_drink",0,0.04,0,0.05,0.19,0.24,0.08,0.35,0.33,0.3,0.28,0.48,0.71,0.46,0.68
138,"pomfrit","word","food_drink",0,0,0.05,0,0.04,0,0.04,0.19,0.1,0.2,0.1,0.32,0.29,0.21,0.29
139,"puding","word","food_drink",0,0.08,0.09,0.1,0.19,0.21,0.25,0.35,0.47,0.47,0.48,0.72,0.71,0.61,0.82
140,"riba (food)","word","food_drink",0,0.2,0.18,0.43,0.62,0.52,0.67,0.81,0.8,0.8,0.86,0.88,0.9,0.86,0.96
141,"salama","word","food_drink",0,0.08,0.18,0.14,0.12,0.38,0.46,0.46,0.53,0.67,0.62,0.68,0.86,0.71,0.89
142,"salata","word","food_drink",0,0,0.14,0.1,0.08,0.17,0.29,0.38,0.47,0.4,0.48,0.76,0.67,0.57,0.82
143,"sendvič","word","food_drink",0,0,0,0,0.08,0,0.12,0.27,0.2,0.37,0.21,0.44,0.67,0.39,0.68
144,"sir","word","food_drink",0,0.12,0.18,0.24,0.35,0.38,0.38,0.62,0.73,0.77,0.83,0.84,0.95,0.86,0.93
145,"sladole","word","food_drink",0,0.2,0,0.1,0.12,0.14,0.17,0.27,0.43,0.57,0.59,0.84,0.95,0.82,0.86
146,"sok","word","food_drink",0.23,0.32,0.41,0.62,0.54,0.55,0.71,0.81,0.93,1,0.97,0.96,1,0.96,0.96
147,"sol","word","food_drink",0,0.08,0.09,0.1,0.23,0.17,0.17,0.35,0.53,0.4,0.62,0.76,0.9,0.64,0.82
148,"šećer","word","food_drink",0,0.08,0.09,0.19,0.19,0.21,0.29,0.42,0.53,0.63,0.69,0.8,0.81,0.64,0.89
149,"špageti","word","food_drink",0,0,0.05,0,0.04,0.1,0.08,0.12,0.2,0.37,0.24,0.48,0.52,0.36,0.43
150,"špinat","word","food_drink",0,0.04,0.05,0.05,0.12,0,0.04,0.08,0.33,0.27,0.45,0.36,0.48,0.43,0.64
151,"tijesto","word","food_drink",0,0.04,0.09,0,0.19,0,0.08,0.19,0.17,0.23,0.31,0.4,0.29,0.43,0.5
152,"trešnja","word","food_drink",0,0,0,0,0.04,0,0.08,0.08,0.1,0.13,0.14,0.2,0.33,0.43,0.57
153,"umak","word","food_drink",0,0.04,0,0,0,0,0,0,0.1,0.1,0.14,0.08,0.1,0.18,0.25
154,"voda (beverage)","word","food_drink",0,0.36,0.36,0.57,0.69,0.45,0.75,0.69,1,0.93,1,1,1,1,0.96
155,"žvaka (žvakaća guma)","word","food_drink",0,0.04,0.09,0.14,0.15,0.28,0.38,0.35,0.53,0.6,0.66,0.72,0.71,0.86,0.82
156,"cipela","word","clothing",0.23,0.6,0.5,0.62,0.77,0.66,0.71,0.92,0.93,1,0.9,1,1,1,0.93
157,"čarapa","word","clothing",0.08,0.16,0.27,0.29,0.54,0.45,0.33,0.62,0.73,0.77,0.83,0.88,1,0.89,0.89
158,"čizme","word","clothing",0,0.08,0.14,0.24,0.15,0.24,0.29,0.42,0.5,0.67,0.48,0.72,0.81,0.64,0.82
159,"gaćice","word","clothing",0.08,0.04,0.18,0.24,0.42,0.21,0.42,0.42,0.8,0.53,0.79,0.88,0.81,0.86,0.86
